user,login_hour,files_accessed,commands_executed,session_duration,failed_logins
irene,14,6,17,104,0
henry,22,12,15,66,1
kevin,14,7,16,115,1
mike,23,12,30,117,1
david,13,14,10,36,1
paul,11,11,25,24,0
bob,22,9,28,93,0
henry,22,15,6,17,0
nina,11,9,26,15,0
emma,11,15,18,114,1
frank,13,5,28,21,0
kevin,6,14,10,22,0
paul,21,107,115,37,6
queen,11,4,26,65,1
henry,21,4,22,22,1
jack,21,14,11,25,1
paul,19,7,26,57,1
alice,8,11,9,76,1
jack,21,4,19,44,1
mike,22,15,18,17,1
irene,15,11,12,21,0
frank,14,15,10,36,1
queen,20,10,16,70,1
kevin,11,12,8,101,0
oscar,11,3,10,86,1
sarah,10,6,18,20,0
kevin,21,2,21,101,0
paul,11,11,30,43,0
frank,12,6,19,64,1
david,16,9,16,50,1
paul,11,11,25,39,0
irene,12,7,23,75,0
linda,10,15,26,15,1
david,12,15,17,15,0
robert,8,10,28,57,0
linda,8,7,20,33,1
mike,22,9,15,100,0
queen,16,10,29,80,0
bob,22,3,11,93,1
emma,10,3,22,117,1
grace,10,13,22,48,0
queen,22,8,7,67,0
bob,22,6,21,119,0
frank,14,2,7,112,0
linda,10,11,12,14,1
mike,21,6,16,75,0
henry,21,10,23,16,0
jack,21,9,28,31,1
irene,22,10,22,34,1
david,16,11,27,61,0
grace,8,1,17,58,0
robert,11,7,24,19,1
grace,10,3,13,115,1
grace,11,2,28,17,0
jack,23,9,17,34,0
david,16,15,20,72,1
linda,9,6,5,38,0
linda,11,3,17,27,0
irene,7,9,11,52,0
tom,15,12,10,14,0
henry,22,10,19,56,0
charlie,16,15,8,11,1
paul,22,4,25,68,0
paul,12,3,7,54,0
nina,10,5,18,109,1
charlie,16,3,28,64,0
grace,11,4,13,33,0
jack,22,12,10,11,0
grace,11,6,16,102,1
emma,8,6,15,109,0
linda,10,7,7,83,1
bob,22,11,11,59,0
charlie,15,9,18,112,1
mike,21,14,24,36,0
irene,13,11,12,49,1
oscar,10,1,6,86,1
emma,8,10,12,107,1
frank,13,4,29,10,1
paul,6,14,26,21,0
henry,21,10,14,15,0
oscar,11,5,8,93,1
grace,9,4,10,33,0
irene,16,6,18,23,0
david,16,13,18,56,0
charlie,12,10,15,40,0
kevin,22,5,8,33,1
frank,15,7,24,42,1
jack,21,5,11,69,1
irene,19,8,15,44,1
grace,10,7,9,50,0
queen,10,1,30,68,0
mike,23,7,26,12,1
irene,9,10,15,11,0
nina,22,10,20,97,0
kevin,13,10,23,50,1
charlie,16,5,11,32,1
nina,9,6,15,33,1
jack,22,6,8,113,0
david,16,8,18,118,0
nina,9,9,24,101,0
oscar,11,1,28,52,0
linda,11,3,17,76,1
robert,6,10,19,73,0
grace,11,5,7,47,0
grace,10,15,12,38,1
paul,10,7,22,62,0
linda,8,12,15,77,0
sarah,9,5,13,71,1
oscar,14,13,8,76,0
tom,11,5,24,108,0
jack,22,14,14,115,1
irene,15,2,23,21,1
kevin,8,2,28,14,0
linda,8,10,27,115,0
irene,22,9,14,49,0
robert,9,13,23,90,0
jack,21,15,5,78,1
frank,13,14,12,80,1
charlie,13,6,19,35,1
linda,10,1,8,48,1
robert,17,4,22,91,1
robert,6,14,23,84,1
robert,14,6,27,116,1
jack,23,5,7,66,1
jack,21,4,7,83,0
henry,23,4,23,45,1
mike,22,3,19,59,1
kevin,14,4,18,59,1
nina,11,15,9,64,1
alice,10,13,21,27,1
paul,15,8,12,10,0
henry,22,7,20,32,0
jack,23,13,28,31,1
henry,23,8,14,47,0
emma,8,9,25,103,1
david,16,6,14,61,0
queen,14,8,6,60,0
frank,16,11,14,22,0
alice,9,11,18,27,0
sarah,8,10,15,64,0
alice,10,5,27,73,1
linda,11,11,29,97,1
irene,18,11,29,53,1
linda,9,12,28,65,0
queen,14,14,11,16,0
henry,22,13,23,103,0
tom,11,15,18,112,1
alice,11,9,22,98,1
irene,9,13,17,25,0
linda,8,15,16,113,1
paul,18,4,28,107,0
henry,22,8,30,39,1
frank,12,15,19,39,1
nina,16,12,14,64,1
oscar,7,3,25,10,1
sarah,9,14,18,97,0
jack,21,3,30,23,0
jack,21,15,22,41,0
sarah,10,14,12,21,1
paul,17,2,25,101,1
frank,12,13,9,89,1
kevin,16,8,29,52,1
mike,22,7,30,16,0
henry,21,2,27,54,0
tom,19,7,9,59,1
charlie,14,108,97,27,3
robert,9,6,6,82,0
paul,16,12,8,16,0
tom,16,3,5,95,0
henry,21,2,19,79,1
queen,20,13,19,86,1
linda,10,5,15,95,1
david,13,9,22,85,1
mike,23,1,6,65,0
frank,15,14,15,88,0
charlie,15,11,13,92,1
frank,12,8,11,26,0
grace,8,13,21,50,1
irene,14,15,26,97,1
tom,21,1,17,117,0
jack,21,10,15,68,1
linda,10,7,18,29,1
emma,8,7,23,106,0
tom,7,3,19,72,0
grace,9,6,19,100,0
queen,16,4,13,75,1
oscar,13,8,5,93,0
grace,10,5,26,69,1
kevin,15,11,26,75,1
paul,10,7,25,81,0
irene,17,6,6,22,0
charlie,12,11,14,120,1
tom,20,10,22,105,0
nina,19,12,20,31,1
emma,8,6,5,30,1
paul,16,3,10,107,1
kevin,10,14,11,76,1
bob,21,9,30,57,0
charlie,14,12,16,33,1
linda,9,15,24,93,1
irene,16,12,20,104,0
paul,7,10,25,75,1
henry,22,7,25,36,0
jack,22,13,25,120,1
paul,6,1,21,94,1
nina,14,14,6,51,0
alice,9,2,15,28,0
tom,16,10,15,79,0
nina,9,9,7,103,1
queen,10,12,19,82,0
linda,11,13,5,24,0
grace,10,6,21,48,1
irene,20,7,11,115,1
henry,23,11,12,80,0
irene,17,2,15,78,0
grace,9,5,26,75,1
nina,8,1,6,96,0
henry,23,15,7,117,0
jack,23,4,7,90,1
henry,23,4,20,54,0
robert,9,12,29,86,0
bob,21,14,12,46,1
david,14,5,9,69,0
robert,22,3,25,70,0
kevin,18,9,21,115,1
henry,23,1,22,63,0
sarah,8,12,9,55,0
sarah,11,15,15,99,1
frank,15,9,23,27,1
oscar,6,9,22,37,0
linda,10,5,19,106,0
kevin,13,10,23,12,0
paul,9,11,13,116,0
paul,20,5,9,31,1
henry,21,8,22,14,0
jack,23,10,21,69,1
paul,6,14,12,93,0
robert,6,2,18,75,1
emma,10,12,24,108,0
tom,11,9,9,104,0
linda,9,8,5,15,0
paul,6,8,12,112,1
henry,23,4,12,39,1
david,12,15,12,47,0
tom,13,1,29,57,0
linda,9,2,26,109,1
henry,22,9,30,30,0
emma,8,10,16,71,1
mike,21,7,10,93,0
bob,21,12,22,11,0
david,16,13,21,70,0
alice,9,14,27,72,1
paul,20,5,16,107,1
robert,21,15,5,109,1
paul,8,5,18,58,1
grace,10,8,27,75,0
oscar,17,2,21,106,1
tom,7,7,14,73,0
paul,20,2,7,94,0
emma,11,15,20,38,1
bob,21,15,25,44,1
sarah,9,4,30,115,0
paul,10,2,28,96,1
jack,22,4,23,112,1
bob,21,10,25,113,1
grace,11,14,10,23,0
nina,19,5,8,112,0
linda,10,14,11,113,1
irene,18,6,17,21,0
linda,8,10,29,100,0
oscar,16,3,15,106,0
linda,10,11,8,50,0
charlie,13,10,17,43,0
charlie,14,4,25,41,1
emma,10,3,15,67,0
nina,12,2,12,113,0
mike,23,5,22,52,1
nina,9,14,15,66,0
charlie,13,9,13,14,0
tom,7,11,22,71,1
nina,6,7,17,24,0
alice,9,11,23,93,1
oscar,20,13,8,119,0
queen,8,13,12,80,0
nina,18,3,17,85,1
kevin,20,6,27,26,0
bob,22,5,29,38,1
queen,14,8,26,17,1
henry,22,4,18,30,1
nina,8,12,23,99,0
david,13,13,20,73,1
henry,23,8,30,95,1
emma,10,15,21,13,1
alice,11,3,7,103,0
queen,19,2,25,17,0
charlie,13,12,19,75,0
nina,10,8,23,114,0
mike,22,4,10,43,1
david,14,5,14,62,0
charlie,12,8,25,58,1
henry,21,3,21,26,0
emma,10,10,10,52,1
david,16,5,26,21,0
sarah,10,12,27,52,0
grace,8,1,23,115,1
frank,13,6,11,31,1
bob,21,10,18,42,0
david,12,3,24,43,1
frank,16,9,17,11,1
queen,16,8,27,120,1
irene,7,13,20,79,1
queen,15,2,19,90,1
grace,10,12,13,60,0
alice,8,11,29,59,1
paul,16,13,8,97,0
paul,15,9,8,48,1
grace,10,11,14,51,1
linda,8,4,8,68,1
tom,10,11,16,35,1
alice,10,14,20,61,0
nina,15,5,13,21,0
henry,22,3,14,57,0
henry,21,9,23,105,0
mike,22,4,20,74,1
frank,16,15,10,18,1
david,14,11,8,119,0
alice,10,14,25,104,1
david,14,13,30,102,1
paul,20,12,12,62,1
nina,13,9,12,31,0
bob,22,1,21,111,1
kevin,21,6,21,28,1
robert,15,10,5,34,1
paul,15,10,10,115,0
henry,21,4,28,38,0
irene,6,7,23,14,0
paul,16,6,18,111,0
tom,6,13,7,17,1
jack,22,4,23,79,1
mike,23,13,21,24,1
jack,22,9,19,23,1
david,12,12,16,87,0
jack,23,7,21,32,0
irene,15,6,5,19,0
jack,21,1,5,77,0
queen,16,6,18,108,1
queen,10,4,15,30,0
queen,8,2,8,76,1
tom,20,8,12,21,0
frank,16,2,11,27,0
queen,6,15,6,101,1
alice,11,15,10,80,0
jack,23,10,9,82,1
david,12,2,23,23,1
grace,8,8,28,41,1
queen,19,5,25,105,1
linda,8,12,19,60,0
jack,21,12,18,57,1
henry,22,9,23,87,1
queen,9,2,30,112,0
mike,22,12,5,96,1
tom,6,7,28,12,1
frank,12,5,16,42,1
mike,22,13,18,81,1
paul,6,11,16,68,0
robert,12,1,9,109,0
kevin,10,15,24,94,1
linda,9,4,6,99,1
sarah,10,12,14,89,0
irene,21,2,11,36,1
paul,16,5,19,45,1
emma,9,8,12,105,0
linda,8,7,20,32,0
bob,23,2,11,63,1
robert,20,4,15,118,1
paul,6,1,7,87,1
frank,12,14,6,16,0
frank,14,2,28,20,0
irene,14,7,27,33,0
nina,7,2,26,84,0
kevin,16,14,28,114,1
jack,23,3,18,51,0
jack,23,10,13,62,0
bob,21,14,11,104,0
henry,21,5,17,110,1
bob,22,5,6,88,0
nina,6,4,29,87,0
irene,14,15,5,52,1
kevin,17,10,25,81,0
alice,9,1,18,42,0
irene,11,12,11,35,1
grace,10,15,28,71,1
david,15,5,6,83,0
charlie,14,4,25,33,1
bob,22,2,9,12,1
sarah,11,10,26,68,0
nina,10,3,10,57,0
robert,9,15,17,87,1
queen,17,3,30,82,0
henry,21,60,99,114,3
frank,15,4,24,10,0
charlie,15,7,13,17,0
david,16,4,21,88,0
queen,7,13,17,28,0
kevin,18,8,23,110,0
kevin,9,4,19,71,1
irene,9,5,10,58,1
nina,11,8,18,19,0
emma,11,7,29,82,0
nina,17,15,19,56,0
oscar,18,9,18,63,1
frank,12,11,7,38,1
bob,23,9,20,50,1
jack,21,13,18,60,0
emma,9,5,28,54,1
paul,9,10,14,17,0
tom,15,1,14,43,1
robert,13,10,7,112,1
sarah,11,4,24,90,0
charlie,12,13,12,97,0
alice,8,4,22,23,0
robert,21,15,25,63,0
kevin,21,14,8,24,1
charlie,14,15,12,97,1
tom,18,4,19,21,0
kevin,21,15,23,40,1
irene,22,13,23,96,0
grace,11,3,15,26,1
robert,8,7,30,52,0
jack,23,13,8,49,0
kevin,19,3,16,48,0
nina,11,13,24,40,1
irene,14,14,20,16,0
queen,6,14,19,116,1
nina,9,10,22,101,1
charlie,12,8,13,50,0
mike,22,8,23,97,1
robert,9,6,14,81,1
alice,11,10,13,81,1
david,14,12,25,86,1
henry,22,112,190,33,3
charlie,12,15,15,106,0
grace,11,8,6,112,1
irene,21,15,23,80,0
charlie,16,2,15,61,0
sarah,10,6,29,44,1
grace,10,5,5,62,0
david,15,9,21,52,0
henry,22,13,10,99,1
jack,21,2,7,103,0
frank,13,13,11,17,0
bob,23,4,21,120,0
bob,21,1,9,69,0
tom,11,11,25,30,1
oscar,8,6,9,30,0
nina,6,4,21,51,0
henry,21,9,22,93,0
charlie,16,6,29,28,0
robert,10,1,11,106,1
frank,13,8,11,103,1
mike,22,7,15,35,1
charlie,14,11,13,13,0
nina,7,8,20,45,1
emma,9,8,17,116,1
irene,12,6,16,35,0
irene,19,1,21,77,0
bob,23,11,21,34,0
grace,10,3,18,68,1
bob,23,10,29,90,1
grace,10,11,19,37,0
grace,10,5,28,81,0
oscar,8,14,21,70,1
sarah,10,6,8,45,1
irene,16,4,26,87,0
bob,21,3,6,11,0
oscar,9,6,19,30,0
sarah,8,5,8,22,1
david,14,8,25,82,0
robert,15,8,22,105,1
bob,22,11,13,22,1
henry,22,12,11,39,0
jack,22,1,25,112,0
kevin,20,1,9,69,0
tom,8,14,17,51,0
charlie,16,1,8,45,1
irene,11,10,24,63,1
sarah,10,4,17,108,0
queen,9,11,16,85,0
robert,14,8,13,103,1
mike,22,5,19,110,1
queen,12,10,18,51,0
emma,10,14,24,81,1
paul,12,10,13,20,1
paul,9,10,29,58,0
nina,18,6,17,52,0
paul,9,6,13,110,0
grace,9,11,17,114,1
frank,12,6,27,28,1
paul,14,14,6,53,0
henry,22,2,16,66,1
alice,11,2,22,16,0
tom,8,2,15,59,0
charlie,14,2,20,100,1
queen,10,13,8,21,0
emma,10,3,28,108,1
mike,23,4,26,82,1
charlie,16,9,17,97,1
kevin,9,14,25,59,1
grace,10,12,23,40,0
tom,14,11,28,100,1
frank,14,8,21,47,0
charlie,12,14,23,34,0
nina,9,10,30,16,0
oscar,9,7,6,94,0
tom,17,4,15,61,0
tom,9,7,19,37,0
alice,11,7,26,87,1
queen,13,4,22,55,0
bob,21,6,14,115,0
david,15,2,18,41,0
grace,9,14,7,95,1
paul,10,7,20,23,0
tom,15,14,22,61,1
charlie,15,15,12,54,0
david,14,7,29,114,0
mike,22,14,18,36,1
david,13,14,26,113,1
jack,21,9,26,111,1
frank,12,5,12,13,0
kevin,6,10,12,34,1
tom,9,9,7,62,0
irene,12,4,26,69,1
frank,14,9,27,46,0
emma,11,12,10,116,1
emma,9,1,16,48,0
emma,10,8,5,28,1
charlie,14,6,5,76,1
charlie,13,15,22,70,0
alice,10,14,23,46,0
paul,19,10,30,94,0
mike,22,11,24,63,0
nina,8,5,25,25,0
sarah,10,11,11,120,1
queen,7,8,26,116,1
david,16,3,30,62,0
nina,17,2,21,11,0
charlie,15,14,29,119,0
frank,12,3,30,35,0
mike,21,2,6,77,1
kevin,8,12,17,27,0
mike,22,15,21,119,1
robert,17,9,21,93,0
queen,10,9,28,35,1
oscar,13,6,22,72,1
queen,18,7,23,80,1
emma,10,10,19,47,1
henry,23,8,11,111,1
mike,22,93,95,10,4
emma,11,6,9,61,1
frank,15,14,29,51,1
alice,11,13,9,107,1
david,16,14,12,42,1
grace,11,4,24,47,1
emma,10,9,28,23,1
charlie,13,3,25,22,1
alice,11,1,9,109,0
sarah,9,15,7,117,1
nina,11,8,19,108,1
kevin,13,10,13,45,1
robert,8,5,22,100,0
nina,20,10,25,104,0
henry,21,10,11,90,1
kevin,10,7,29,116,1
frank,16,4,25,18,1
sarah,8,11,17,69,1
frank,13,13,11,39,1
emma,9,6,27,48,0
paul,14,3,12,78,0
henry,22,2,27,85,1
linda,9,13,6,106,1
david,12,7,14,58,0
nina,16,11,22,116,1
oscar,9,8,24,95,0
david,14,4,10,103,1
frank,13,3,23,116,0
oscar,17,10,28,79,1
bob,22,6,25,92,1
kevin,12,10,14,103,1
linda,9,13,7,99,1
bob,22,4,6,43,1
robert,7,8,17,31,0
nina,14,9,15,35,0
frank,14,10,12,105,1
sarah,8,2,20,48,0
david,13,13,13,72,1
sarah,9,9,28,95,1
oscar,18,7,30,41,0
emma,8,1,10,66,0
mike,21,13,27,44,1
frank,16,5,22,108,0
paul,15,9,11,14,0
grace,11,6,14,19,0
nina,16,9,23,47,0
mike,21,5,25,48,0
david,14,13,16,59,1
sarah,8,7,26,84,0
kevin,10,2,16,44,1
sarah,9,1,6,106,0
mike,21,12,22,97,0
bob,21,14,24,109,1
bob,22,5,9,104,0
kevin,19,1,12,27,0
mike,22,15,22,110,0
frank,14,15,10,56,0
emma,10,9,20,117,1
charlie,14,1,28,27,0
oscar,15,12,19,71,0
david,12,11,16,71,1
linda,10,12,25,95,0
jack,22,12,15,116,1
grace,10,11,26,118,1
mike,23,5,15,68,1
nina,16,13,21,55,1
oscar,20,11,12,100,0
oscar,21,10,10,16,1
queen,15,5,18,53,1
frank,13,9,17,83,1
irene,19,5,11,110,1
jack,22,7,5,70,1
mike,22,7,18,96,1
david,13,2,29,26,0
david,14,10,28,46,1
henry,22,5,16,50,0
grace,8,4,23,45,1
charlie,13,8,24,49,1
emma,11,7,19,118,1
charlie,12,8,28,60,0
jack,23,3,23,80,1
emma,11,4,12,74,1
david,15,11,24,117,0
henry,23,5,23,111,1
emma,9,7,13,24,1
emma,9,9,23,91,1
robert,12,4,18,110,0
henry,23,7,14,15,1
frank,13,6,5,81,0
paul,10,6,23,110,1
jack,23,4,9,57,1
kevin,21,10,23,43,0
alice,9,11,21,95,0
jack,23,9,21,34,0
robert,21,2,29,43,1
jack,21,12,27,22,0
jack,21,7,8,27,0
oscar,14,1,6,15,1
sarah,10,3,28,101,0
alice,11,11,26,16,0
tom,8,14,28,96,0
kevin,10,15,11,66,0
emma,11,12,6,10,1
tom,17,6,23,52,1
alice,11,5,20,26,1
robert,16,15,28,42,1
sarah,11,5,26,114,0
irene,21,12,17,66,1
emma,11,9,16,34,1
robert,19,10,9,23,0
oscar,16,14,14,108,0
paul,7,9,25,108,1
robert,11,79,164,54,6
robert,16,4,6,34,0
mike,23,7,16,10,1
frank,13,2,8,110,1
alice,10,14,27,108,0
tom,10,1,8,53,0
bob,21,12,13,64,1
tom,13,4,11,36,0
oscar,7,14,17,120,0
linda,8,13,8,95,1
sarah,11,12,21,72,1
sarah,10,6,30,109,1
emma,9,1,5,67,1
queen,6,1,22,74,0
jack,21,10,5,104,1
bob,21,1,8,45,1
nina,17,15,7,39,1
grace,11,10,15,15,1
nina,12,5,14,39,0
tom,18,9,13,61,0
linda,11,3,19,84,0
kevin,21,5,23,34,1
charlie,16,1,6,107,0
oscar,12,11,8,115,1
emma,11,11,30,118,0
henry,22,13,23,46,0
mike,22,10,14,55,0
mike,22,3,16,97,1
alice,8,15,11,47,1
oscar,20,11,12,66,0
frank,14,2,7,46,1
henry,21,13,26,81,1
mike,21,6,5,20,0
tom,7,3,14,112,0
kevin,14,14,29,109,1
robert,10,11,9,34,1
irene,10,7,27,102,0
jack,23,13,5,56,1
sarah,9,5,12,92,1
kevin,20,14,27,113,1
kevin,12,13,25,90,0
alice,9,115,94,66,8
nina,7,6,11,69,1
david,13,7,8,91,1
irene,13,15,18,82,0
paul,8,14,30,76,1
frank,16,11,18,77,1
irene,22,3,8,56,1
sarah,8,13,11,24,0
tom,10,14,10,110,0
oscar,10,5,18,87,1
charlie,14,10,16,71,0
irene,8,1,6,75,1
linda,11,3,6,64,0
kevin,7,7,9,41,0
emma,9,1,18,47,1
henry,22,6,6,40,0
tom,7,11,16,22,0
emma,11,6,15,39,1
kevin,11,12,17,59,1
grace,8,2,7,71,0
robert,22,6,27,62,0
queen,18,1,19,21,0
emma,10,3,21,67,0
frank,12,1,21,89,0
queen,21,8,21,45,0
paul,22,3,26,35,0
henry,23,5,15,63,0
grace,8,6,28,36,1
mike,22,10,9,21,1
frank,12,14,24,118,0
tom,9,14,7,95,1
alice,9,9,23,82,0
sarah,9,5,15,12,1
bob,23,11,6,77,0
nina,16,6,9,25,1
kevin,12,3,25,30,1
nina,18,8,14,85,1
frank,15,11,6,82,1
nina,14,9,9,55,1
henry,21,4,23,75,0
grace,8,4,12,47,0
linda,10,10,11,82,0
emma,9,63,84,41,6
sarah,10,12,26,80,0
nina,12,6,23,91,0
tom,13,60,153,87,6
alice,11,14,5,53,0
tom,18,2,20,81,1
linda,10,6,29,55,0
linda,8,7,30,106,0
paul,20,8,6,87,1
robert,20,9,8,34,0
alice,9,15,14,35,0
david,13,15,22,96,0
henry,23,10,25,101,0
robert,13,15,29,45,1
kevin,18,9,6,74,0
paul,20,11,12,22,0
jack,21,4,17,32,1
bob,23,13,14,71,1
grace,9,13,9,68,0
charlie,16,4,12,25,1
kevin,7,8,16,28,1
bob,21,4,21,42,1
oscar,21,109,84,93,5
irene,18,2,6,117,1
paul,15,9,19,26,0
sarah,9,10,29,94,1
david,15,7,18,12,0
queen,20,10,8,117,0
david,14,116,199,43,8
bob,21,5,9,53,1
jack,23,69,184,58,6
grace,8,11,26,59,1
linda,9,12,20,46,1
henry,21,7,6,49,0
queen,8,7,16,99,1
alice,9,5,30,44,0
robert,20,1,5,24,0
paul,12,2,7,118,0
emma,9,9,17,54,1
nina,8,10,10,116,0
paul,7,12,12,52,1
jack,23,4,29,73,0
emma,8,13,22,99,0
henry,21,2,8,44,1
robert,6,11,16,87,1
sarah,11,7,6,27,1
grace,11,2,5,71,0
oscar,12,5,22,41,0
bob,23,10,26,101,0
david,15,3,15,15,1
kevin,14,9,28,33,0
emma,11,8,27,13,1
henry,21,6,24,96,0
sarah,8,117,88,109,3
kevin,13,11,26,59,1
kevin,14,6,18,17,1
mike,23,14,18,45,1
kevin,19,3,22,91,1
nina,7,13,17,70,1
jack,22,2,19,111,1
paul,7,14,14,13,0
alice,11,4,5,44,1
henry,22,3,10,95,1
grace,9,10,21,16,1
bob,21,11,24,120,1
emma,11,54,179,17,8
robert,20,14,5,28,1
oscar,11,9,6,41,0
charlie,16,4,25,78,0
frank,16,14,9,119,1
david,16,4,21,67,1
emma,9,1,12,78,1
nina,16,3,29,90,0
robert,19,1,16,88,1
bob,22,3,24,107,0
henry,23,13,17,110,1
kevin,17,7,12,84,0
jack,22,15,5,79,1
queen,13,13,24,120,0
sarah,9,14,16,110,1
irene,16,6,25,51,1
david,15,15,6,26,0
frank,15,15,30,87,0
queen,17,8,17,13,1
david,14,15,28,54,1
kevin,19,7,9,109,0
charlie,14,3,16,33,0
robert,9,13,11,70,0
grace,10,6,5,67,1
emma,10,8,11,24,0
queen,19,13,23,10,0
oscar,21,14,26,26,1
nina,13,8,20,40,1
bob,23,2,30,21,0
linda,9,6,26,40,0
oscar,11,11,10,44,0
linda,11,6,7,111,0
oscar,21,1,20,117,0
grace,9,8,12,28,1
jack,23,12,30,65,1
jack,22,3,6,49,0
paul,22,2,28,111,1
frank,16,4,9,70,0
bob,23,13,15,106,1
emma,10,6,28,19,1
robert,13,12,8,89,1
emma,10,5,11,24,0
jack,22,13,28,61,1
sarah,9,5,11,81,0
mike,21,4,27,94,0
irene,6,1,29,118,0
alice,9,7,16,16,1
mike,22,10,22,106,1
robert,16,7,9,57,1
charlie,14,1,23,44,0
queen,6,4,20,101,1
henry,23,4,6,43,1
mike,21,1,7,11,1
queen,21,9,19,49,0
linda,11,12,24,112,1
paul,11,6,10,43,1
jack,23,11,24,90,1
queen,12,6,9,59,1
emma,9,5,6,18,0
tom,16,12,10,44,0
paul,18,92,83,51,3
robert,18,1,30,89,0
jack,22,15,6,61,1
kevin,10,6,9,76,0
oscar,7,8,16,26,0
sarah,8,2,16,28,0
bob,23,4,5,119,0
jack,22,7,17,70,1
tom,16,8,29,39,1
paul,8,2,26,28,1
mike,21,12,9,34,0
irene,12,12,8,104,1
tom,18,11,5,43,1
mike,22,4,26,54,1
jack,21,7,26,26,1
bob,22,8,5,40,1
frank,15,13,27,15,0
alice,8,10,9,78,1
sarah,10,12,22,37,0
robert,17,11,22,101,0
nina,19,4,22,62,1
charlie,14,6,27,78,0
oscar,11,5,5,110,1
oscar,18,10,18,20,1
queen,17,14,17,77,1
david,15,6,10,94,1
queen,19,7,22,120,1
mike,23,10,7,22,0
alice,8,15,23,13,0
nina,11,6,29,98,0
kevin,15,2,8,85,1
alice,10,12,19,22,1
grace,9,9,12,21,1
irene,11,11,14,83,1
frank,13,10,29,16,0
sarah,9,6,7,100,0
kevin,7,7,22,11,1
henry,22,6,13,37,0
nina,16,10,28,107,0
tom,18,7,16,114,1
queen,14,7,8,76,0
oscar,11,4,24,112,1
sarah,10,7,5,55,1
grace,8,13,27,26,0
robert,15,8,23,110,1
robert,13,1,23,75,0
kevin,20,10,10,66,1
irene,20,7,5,26,1
paul,15,1,21,98,0
emma,10,1,11,116,0
tom,21,10,22,114,1
kevin,17,3,18,85,0
kevin,19,14,30,43,1
mike,23,6,29,97,0
irene,11,4,15,27,1
alice,8,9,15,108,0
tom,6,5,22,13,0
bob,21,3,21,30,1
mike,23,12,11,49,0
linda,10,5,12,77,0
bob,21,11,9,10,0
nina,15,10,6,19,0
bob,22,8,30,10,1
paul,21,14,27,100,0
nina,11,9,13,64,0
mike,21,7,8,67,1
henry,21,14,15,45,1
irene,7,8,9,37,1
paul,16,10,25,106,0
oscar,7,15,20,19,1
sarah,11,15,23,24,0
charlie,13,14,23,63,0
queen,14,13,5,72,1
queen,11,9,9,33,1
bob,23,6,26,88,0
frank,14,12,8,28,0
grace,11,14,16,56,1
robert,6,5,5,76,1
paul,9,2,24,22,0
bob,21,10,12,32,0
nina,21,7,7,70,0
frank,12,15,24,10,0
kevin,12,7,19,85,0
tom,6,13,28,107,1
sarah,9,14,6,108,1
alice,10,12,29,88,0
linda,11,3,24,87,0
frank,12,5,22,119,0
grace,11,4,18,110,0
mike,21,1,12,111,0
charlie,12,1,14,94,1
tom,16,10,27,80,1
queen,8,9,16,47,0
paul,13,12,8,77,0
kevin,17,9,28,19,1
charlie,13,11,11,13,1
paul,16,13,26,62,1
queen,22,10,22,108,1
bob,21,4,29,67,1
jack,21,5,23,40,1
kevin,16,7,29,101,1
jack,22,10,5,72,0
oscar,15,3,15,76,1
sarah,10,5,10,61,1
charlie,14,10,13,77,0
emma,9,2,15,34,1
kevin,13,13,15,77,0
robert,12,6,25,83,0
mike,23,7,29,63,1
frank,16,15,16,75,1
sarah,11,8,28,57,1
jack,21,10,15,118,0
oscar,12,2,10,76,0
robert,13,1,16,51,0
charlie,14,3,8,112,1
frank,13,8,9,53,0
robert,13,7,28,25,1
grace,9,3,21,83,1
irene,11,43,97,83,5
linda,10,1,13,33,0
oscar,12,12,22,58,1
sarah,9,4,11,24,1
irene,21,7,7,25,0
mike,22,8,10,78,0
david,13,91,165,18,7
david,14,9,20,67,1
charlie,12,4,30,102,0
kevin,15,4,16,57,1
charlie,14,13,27,110,0
alice,11,6,28,108,1
david,16,3,17,110,0
oscar,22,13,15,72,0
robert,16,6,10,52,0
sarah,11,13,5,51,1
jack,21,4,16,59,1
grace,10,2,27,89,0
mike,21,8,15,40,1
alice,9,6,25,33,0
oscar,20,7,20,92,1
paul,11,11,26,31,1
sarah,10,8,17,95,1
paul,8,14,8,61,0
bob,21,8,16,80,0
jack,21,4,22,23,0
kevin,21,5,29,99,1
emma,11,8,25,68,1
charlie,16,15,30,113,1
kevin,21,4,18,97,1
queen,13,10,13,97,1
tom,19,13,21,113,0
sarah,9,10,30,100,1
queen,21,3,18,85,0
paul,20,11,25,69,0
alice,9,14,7,103,0
alice,9,14,20,44,0
sarah,8,7,20,104,0
david,12,11,20,88,0
irene,18,8,27,40,1
frank,15,14,28,66,0
paul,22,13,7,75,0
mike,23,14,7,81,1
irene,18,13,24,119,1
robert,7,7,22,64,1
nina,15,11,30,82,1
mike,21,13,8,19,1
grace,10,102,110,85,4
jack,21,10,24,110,0
robert,8,2,28,92,1
linda,9,10,18,73,0
jack,23,9,14,98,0
paul,18,4,27,79,0
tom,10,7,17,105,0
jack,21,7,16,86,1
oscar,16,9,20,50,0
emma,9,1,6,21,1
henry,23,15,5,116,0
robert,7,15,9,86,1
alice,8,4,18,13,0
irene,9,9,18,93,0
oscar,11,12,23,49,1
queen,10,12,12,115,1
alice,9,7,13,61,1
sarah,10,11,18,54,1
david,14,14,23,36,1
paul,10,13,10,80,0
